,right,cam,rate
0,1,0,0.7829457364341085
1,1,0,0.7829457364341085
2,1,0,0.7829457364341085
3,1,0,0.7829457364341085
4,1,0,0.7829457364341085
5,1,0,0.7829457364341085
6,1,0,0.7829457364341085
7,1,0,0.7829457364341085
8,1,2,0.7829457364341085
9,1,29,0.7829457364341085
10,1,0,0.7829457364341085
11,1,42,0.7829457364341085
12,1,0,0.7829457364341085
13,1,0,0.7829457364341085
14,1,0,0.7829457364341085
15,1,43,0.7829457364341085
16,1,30,0.7829457364341085
17,1,0,0.7829457364341085
18,1,0,0.7829457364341085
19,1,0,0.7829457364341085
20,1,0,0.7829457364341085
21,1,0,0.7829457364341085
22,1,0,0.7829457364341085
23,1,0,0.7829457364341085
24,1,0,0.7829457364341085
25,1,0,0.7829457364341085
26,1,44,0.7829457364341085
27,1,0,0.7829457364341085
28,1,0,0.7829457364341085
29,1,0,0.7829457364341085
30,1,0,0.7829457364341085
31,1,0,0.7829457364341085
32,1,0,0.7829457364341085
33,1,0,0.7829457364341085
34,1,0,0.7829457364341085
35,1,0,0.7829457364341085
36,1,0,0.7829457364341085
37,1,0,0.7829457364341085
38,1,0,0.7829457364341085
39,1,0,0.7829457364341085
40,1,0,0.7829457364341085
41,1,0,0.7829457364341085
42,1,0,0.7829457364341085
43,1,0,0.7829457364341085
44,1,0,0.7829457364341085
45,1,0,0.7829457364341085
46,1,0,0.7829457364341085
47,1,0,0.7829457364341085
48,1,0,0.7829457364341085
49,1,0,0.7829457364341085
50,1,0,0.7829457364341085
51,1,0,0.7829457364341085
52,1,0,0.7829457364341085
53,1,0,0.7829457364341085
54,1,0,0.7829457364341085
55,1,0,0.7829457364341085
56,1,0,0.7829457364341085
57,1,0,0.7829457364341085
58,1,0,0.7829457364341085
59,1,0,0.7829457364341085
60,1,0,0.7829457364341085
61,1,0,0.7829457364341085
62,1,0,0.7829457364341085
63,1,0,0.7829457364341085
64,1,0,0.7829457364341085
65,1,0,0.7829457364341085
66,1,0,0.7829457364341085
67,1,0,0.7829457364341085
68,1,0,0.7829457364341085
69,1,0,0.7829457364341085
70,1,0,0.7829457364341085
71,1,0,0.7829457364341085
