,right,cam,rate
0,1,0,0.8178294573643411
1,1,0,0.8178294573643411
2,1,2,0.8178294573643411
3,1,0,0.8178294573643411
4,1,0,0.8178294573643411
5,1,0,0.8178294573643411
6,1,0,0.8178294573643411
7,1,5,0.8178294573643411
8,1,0,0.8178294573643411
9,1,0,0.8178294573643411
10,1,0,0.8178294573643411
11,1,32,0.8178294573643411
12,1,0,0.8178294573643411
13,1,10,0.8178294573643411
14,1,0,0.8178294573643411
15,1,0,0.8178294573643411
16,1,0,0.8178294573643411
17,1,0,0.8178294573643411
18,1,0,0.8178294573643411
19,1,0,0.8178294573643411
20,1,0,0.8178294573643411
21,1,0,0.8178294573643411
22,1,0,0.8178294573643411
23,1,0,0.8178294573643411
24,1,0,0.8178294573643411
25,1,0,0.8178294573643411
26,1,20,0.8178294573643411
27,1,0,0.8178294573643411
28,1,0,0.8178294573643411
29,1,0,0.8178294573643411
30,1,0,0.8178294573643411
31,1,0,0.8178294573643411
32,1,0,0.8178294573643411
33,1,12,0.8178294573643411
34,1,0,0.8178294573643411
35,1,0,0.8178294573643411
36,1,0,0.8178294573643411
37,1,0,0.8178294573643411
38,1,0,0.8178294573643411
39,1,0,0.8178294573643411
40,1,6,0.8178294573643411
41,1,0,0.8178294573643411
42,1,0,0.8178294573643411
43,1,0,0.8178294573643411
44,1,0,0.8178294573643411
45,1,27,0.8178294573643411
46,1,0,0.8178294573643411
47,1,0,0.8178294573643411
48,1,0,0.8178294573643411
49,1,0,0.8178294573643411
50,1,0,0.8178294573643411
51,1,0,0.8178294573643411
52,1,0,0.8178294573643411
53,1,0,0.8178294573643411
54,1,0,0.8178294573643411
55,1,0,0.8178294573643411
56,1,0,0.8178294573643411
57,1,0,0.8178294573643411
58,1,0,0.8178294573643411
59,1,0,0.8178294573643411
60,1,0,0.8178294573643411
61,1,0,0.8178294573643411
62,1,0,0.8178294573643411
63,1,0,0.8178294573643411
64,1,0,0.8178294573643411
65,1,0,0.8178294573643411
66,1,0,0.8178294573643411
67,1,0,0.8178294573643411
68,1,0,0.8178294573643411
69,1,0,0.8178294573643411
70,1,0,0.8178294573643411
71,1,0,0.8178294573643411
72,1,0,0.8178294573643411
73,1,33,0.8178294573643411
74,1,0,0.8178294573643411
75,1,0,0.8178294573643411
76,1,0,0.8178294573643411
